ID,Subject,Predicate,Object,stv,Strength,overall,MturkTruth
10205,Elisabeth_Ludovika_of_Bavaria,isMarriedTo,Frederick_William_IV_of_Prussia,0.4276425838,1,0.4276425838,1
9217,Emilio_Fernández,created,La_Choca,0.4276425838,3,1.2829277514,1
9749,Alan_Rudolph,directed,Trixie__film_,0.3854900301,8.5,3.2766652559,1
9021,Michael_Dowse,produced,FUBAR_2__film_,0.5227360129,1.3333333333,0.6969813505,1
17204,Benito_Alazraki,directed,Roots__film_,0.3425099254,1.5,0.5137648881,1
30827,Prince_Harald_of_Denmark,isMarriedTo,Princess_Helena_Adelaide_of_Schleswig-Holstein-Sonderburg-Glücksburg,1.3999568223,1,1.3999568223,1
3982,Lotte_Reiniger,created,The_Adventures_of_Prince_Achmed,0.5864526033,1,0.5864526033,1
30716,Solomonia_Saburova,isMarriedTo,Vasili_III_of_Russia,0.4455212653,1.5,0.668281898,1
14545,Saeed_Akhtar_Mirza,created,Albert_Pinto_Ko_Gussa_Kyon_Aata_Hai,0.3425099254,2,0.6850198508,1
28705,Dina_Merrill,isMarriedTo,Ted_Hartley,0.4219606817,1.5,0.6329410226,1
6946,Sarah_Clarke,isMarriedTo,Xander_Berkeley,0.4276425838,1,0.4276425838,1
8373,Marco_Ferreri,directed,Bye_Bye_Monkey,0.4318557084,9,3.8867013756,1
24669,Marie_of_Anjou,isMarriedTo,Charles_VII_of_France,0.4475468695,1,0.4475468695,1
16800,Manish_Gupta,directed,The_Stoneman_Murders,0.3425099254,1,0.3425099254,1
21833,Amelia_Earhart,isMarriedTo,George_P._Putnam,0.7155877352,1,0.7155877352,1
22910,Chris_Rock,directed,I_Think_I_Love_My_Wife,0.9363157153,1,0.9363157153,1
21968,Kenneth_Branagh,produced,Peter's_Friends,0.6833407283,1,0.6833407283,1
21892,Nefertiti,isMarriedTo,Akhenaten,0.9129846692,1,0.9129846692,1
11157,Gardner_Dickinson,isMarriedTo,Judy_Dickinson,0.516380012,1,0.516380012,1
18651,Tana_Ramsay,isMarriedTo,Gordon_Ramsay,0.4413212836,1,0.4413212836,1
14633,Maurice_Cloche,directed,Born_of_Unknown_Father,0.4527757466,2,0.9055514932,1
22844,Dina_Merrill,isMarriedTo,Cliff_Robertson,0.342509985,2,0.68501997,1
6315,Craig_Ferguson,directed,I'll_Be_There__film_,0.4276425838,0.6666666667,0.2850950559,1
24680,Maria_Nagaya,isMarriedTo,Ivan_IV_of_Russia,0.4756297171,4.5,2.140333727,1
11088,Robert_Sterling,isMarriedTo,Ann_Sothern,0.4678805768,1.5,0.7018208652,1
3081,Kamal_Haasan,produced,Thevar_Magan,0.7548750043,2.3333333333,1.76137501,1
18256,Amy_Leslie,isMarriedTo,Frank_Buck__animal_collector_,0.982727468,1,0.982727468,1
15779,Peter_Sollett,created,Raising_Victor_Vargas,0.6945133209,0.6666666667,0.4630088806,1
21739,Nicolas_Roeg,directed,Aria__1987_film_,0.4030945897,6.5,2.6201148331,1
8889,Ann_Smith_Franklin,isMarriedTo,James_Franklin__printer_,0.4677485824,1,0.4677485824,1
21648,King_Vidor,created,Better_Times__1919_film_,0.4520181715,5.5,2.4860999433,1
4151,Abel_Gance,produced,Au_Secours!,0.4276425838,1,0.4276425838,1
23105,Marie_Prevost,isMarriedTo,Kenneth_Harlan,0.8975874186,1.5,1.3463811279,1
433,Russell_Crowe,isMarriedTo,Danielle_Spencer__Australian_singer_,0.0183983445,1,0.0183983445,1
18358,Lydia_Shum,isMarriedTo,Adam_Cheng,0.5647439957,1,0.5647439957,1
14003,Cynthia_Stone,isMarriedTo,Jack_Lemmon,0.3425099254,2,0.6850198508,1
12166,Michel_Ocelot,directed,Princes_et_princesses,0.4646278024,1,0.4646278024,1
30875,Jennifer_Rappaport,isMarriedTo,Joey_Buchanan,0.4151819348,1.3333333333,0.5535759131,1
30643,Princess_Sarvath_El_Hassan,isMarriedTo,Prince_Hassan_bin_Talal,0.7196179032,1,0.7196179032,1
25949,Frank_D._Gilroy,created,Desperate_Characters,0.425349474,3,1.276048422,1
6541,Yılmaz_Güney,actedIn,Zavallılar,0.4281653762,1,0.4281653762,1
23661,Prince_George_of_Denmark,isMarriedTo,Anne_of_Great_Britain,0.4257807136,1,0.4257807136,1
13175,Eric_Fellner,isMarriedTo,Gaby_Dellal,0.4464395344,1,0.4464395344,1
9956,Arcadia_Bandini_de_Stearns_Baker,isMarriedTo,Abel_Stearns,0.471540451,1.5,0.7073106765,1
30173,Srinagarindra,isMarriedTo,Mahidol_Adulyadej,1.3111879229,1,1.3111879229,1
7366,Jorge_Lanata,created,Deuda,0.4276427627,1,0.4276427627,1
6537,Yılmaz_Güney,directed,Yol,0.4191691875,2,0.838338375,1
31264,Eleanor_of_Sicily,isMarriedTo,Peter_IV_of_Aragon,0.4975863993,2,0.9951727986,1
6525,Bill_Condon,directed,Dreamgirls__film_,0.4714843929,2.5,1.1787109823,1
21412,Louis_Bonaparte,isMarriedTo,Hortense_de_Beauharnais,0.9827275276,1,0.9827275276,1
11644,Alex_Fong__actor_,isMarriedTo,Hoyan_Mok,0.4540683925,1,0.4540683925,1
5500,Leander_Haußmann,created,NVA__film_,0.4356802106,1.5,0.6535203159,1
17544,Masud_Ahmad,livesIn,Islamabad,0.4875394702,5,2.437697351,1
21738,Nicolas_Roeg,created,Aria__1987_film_,0.3425099254,1.5,0.5137648881,1
12704,Luis_Bayón_Herrera,created,Jettatore,0.4402449429,1.6666666667,0.7337415715,1
411,Quentin_Tarantino,produced,My_Best_Friend's_Birthday,0.4219606519,2.25,0.9494114668,1
4186,Abel_Gance,directed,Poliche,0.4276425838,11.5,4.9178897137,1
30393,Natalie_Buchanan,isMarriedTo,Jared_Banks,0.9663190842,2,1.9326381684,1
10293,Marshall_Brickman,directed,Simon__1980_film_,0.4276425838,2,0.8552851676,1
23100,Gaius_Caesar,isMarriedTo,Livilla__sister_of_Claudius_,0.9351216555,1,0.9351216555,1
11362,Lucien_Hubbard,created,The_Mysterious_Island__1929_film_,0.4213554859,6.5,2.7388106584,1
9986,Bo_Buchanan,isMarriedTo,Nora_Hanen,0.3993825912,2,0.7987651824,1
22781,Constantine_II_of_Greece,isMarriedTo,Queen_Anne-Marie_of_Greece,0.5220928192,1,0.5220928192,1
8996,Napoleon_Louis_Bonaparte,isMarriedTo,Charlotte_Napoléone_Bonaparte,0.4276425838,1,0.4276425838,1
12018,Nora_Hanen,isMarriedTo,Clint_Buchanan,0.3425099552,3,1.0275298656,1
7344,Theresa_Russell,isMarriedTo,Nicolas_Roeg,0.4276425838,1,0.4276425838,1
14631,Maurice_Cloche,directed,Peppino_e_Violetta,0.6737239361,2,1.3474478722,1
21811,Norodom_Sihanouk,directed,The_Last_Days_of_Colonel_Savath,0.3425099254,1.3333333333,0.4566799005,1
14723,Karl_Hartl,directed,Mozart__1955_film_,0.9149537086,2.5,2.2873842715,1
22704,John_I_of_Aragon,isMarriedTo,Violant_of_Bar,0.3425099254,1.5,0.5137648881,1
3725,Christiane_Amanpour,isMarriedTo,James_Rubin,0.456608206,1,0.456608206,1
31075,Jared_Banks,isMarriedTo,Natalie_Buchanan,0.8273599744,2,1.6547199488,1
9798,Diane_Keen,isMarriedTo,Paul_Greenwood,0.4632705152,1,0.4632705152,1
10321,Sheldon_Reynolds__producer_,directed,Killer's_Carnival,0.4134325087,1.5,0.6201487631,1
26804,Clive_Barker,created,Lord_of_Illusions,0.6236963868,5.6666666667,3.5342795252,1
21506,Warren_Beatty,produced,Bulworth,0.3425099254,2.5,0.8562748135,1
4412,Ibrahim_Nasir,isMarriedTo,Naseema_Mohamed,0.4169361889,1,0.4169361889,1
6789,Narriman_Sadek,isMarriedTo,Farouk_of_Egypt,0.4463302493,1.5,0.669495374,1
9761,Alan_Rudolph,directed,Trouble_in_Mind__film_,0.4305635095,8.5,3.6597898308,1
10650,Mitsuaki_Hoshino,isMarriedTo,Yūko_Kobayashi,0.4559772909,1,0.4559772909,1
29849,Ferdinand_I_of_Aragon,isMarriedTo,Eleanor_of_Alburquerque,0.009042223,1,0.009042223,1
28318,Jerry_Seinfeld,produced,Bee_Movie,0.6864496469,0.6666666667,0.457633098,1
4791,Ishirō_Honda,directed,Godzilla__1954_film_,0.6202318668,11.5,7.1326664682,1
30903,Joey_Buchanan,isMarriedTo,Jennifer_Rappaport,0.4427869916,1.3333333333,0.5903826555,1
28993,Julie_Clary,isMarriedTo,Joseph_Bonaparte,0.6801735163,1,0.6801735163,1
17139,Nathan_Hastings,hasChild,Olivia_Winters,0.967028141,0.6666666667,0.6446854274,1
26730,Martha_of_Armagnac,isMarriedTo,John_I_of_Aragon,0.4927447438,1.5,0.7391171157,1
11726,Arthur_Rankin,directed,_Jr._The_Flight_of_Dragons,0.4724304378,6,2.8345826268,0
28836,Jane_Wyman,isMarriedTo,Ronald_Reagan,0.9670921564,1.5,1.4506382346,1
21594,Qian_Zhongshu,isMarriedTo,Yang_Jiang,0.3425099254,1,0.3425099254,1
16450,Michele_Lupo,created,The_Master_Touch,0.982727468,1,0.982727468,1
7693,Princess_Tomohito_of_Mikasa,isMarriedTo,Prince_Tomohito_of_Mikasa,0.4744482934,1,0.4744482934,1
18076,Tonia_Marketaki,directed,Crystal_Nights,0.3425099254,1,0.3425099254,1
28474,Charles_I_of_Austria,isMarriedTo,Zita_of_Bourbon-Parma,0.4242300987,1,0.4242300987,1
27156,John_of_England,isMarriedTo,Isabella_of_Angoulême,0.5052387714,1.5,0.7578581571,1
21491,Warren_Beatty,directed,Reds__film_,0.9827275276,1.25,1.2284094095,1
10053,Paul_Spence,produced,FUBAR__film_,0.5664188266,1.3333333333,0.7552251021,1
26171,Archduke_Ferdinand_Karl_Viktor_of_Austria-Este,isMarriedTo,Archduchess_Elisabeth_Franziska_of_Austria,0.4276426435,1,0.4276426435,1
11731,Arthur_Rankin,produced,_Jr._The_Daydreamer,0.3425099254,2,0.6850198508,1
5041,Seth_Cohen,isMarriedTo,Summer_Roberts,0.4276425838,1.5,0.6414638757,1
19133,Param_Gill,created,Hotel_Hollywood,0.4030945897,1,0.4030945897,1
31259,Archduchess_Maria_Theresa_of_Austria__1862–1933_,isMarriedTo,Archduke_Charles_Stephen_of_Austria,0.4276425838,1,0.4276425838,1
31284,Maija_DiGiorgio,directed,Bitter_Jester,0.4557040632,0.6666666667,0.3038027088,1
18832,Dimpy_Mahajan,isMarriedTo,Rahul_Mahajan__Reality_TV_Personality_,0.6593967676,1,0.6593967676,1
10547,David_Dhawan,directed,Taaqatwar,0.4161922038,12.5,5.2024025475,1
21745,Ivan_IV_of_Russia,isMarriedTo,Maria_Nagaya,0.982727468,1.5,1.474091202,1
4153,Abel_Gance,directed,Au_Secours!,0.43338117,7.6666666667,3.32258897,1
17269,Guan_Hu,directed,Dirt__1994_film_,0.9667591453,1.5,1.450138718,1
14850,Pauline_Koch,isMarriedTo,Hermann_Einstein,0.5173697472,1,0.5173697472,1
28170,Henry_III_of_France,isMarriedTo,Louise_of_Lorraine,0.3850522935,1,0.3850522935,1
25622,Dominique-France_Picard,isMarriedTo,Fuad_II_of_Egypt,0.5195811987,1,0.5195811987,1
26245,Violant_of_Bar,isMarriedTo,John_I_of_Aragon,0.4276425838,1.5,0.6414638757,1
25452,Kenneth_Harlan,isMarriedTo,Marie_Prevost,0.4276426435,1,0.4276426435,1
24364,Ken_Olin,isMarriedTo,Patricia_Wettig,0.67895329,1,0.67895329,1
17415,Witold_Leszczyński,created,Matthew's_Days,0.9827276468,1,0.9827276468,1
4173,Abel_Gance,created,Le_droit_à_la_vie,0.3909567595,9,3.5186108355,1
25328,Prince_Alexander_of_Belgium,isMarriedTo,Princess_Léa_of_Belgium,0.4276425838,1,0.4276425838,1
10453,Arthur_Kent_White,isMarriedTo,Kathleen_Merrell_White,0.3988951743,1,0.3988951743,1
20346,Neil_Gaiman,created,A_Short_Film_About_John_Bolton,0.4782743454,10,4.782743454,1
6556,Palito_Ortega,actedIn,El_Tío_Disparate,0.3956604898,1.25,0.4945756123,1
16207,Princess_Marie_of_Orléans__1865–1909_,isMarriedTo,Prince_Valdemar_of_Denmark,0.5239741802,1,0.5239741802,1
6005,Dani_Levy,created,Alles_auf_Zucker!,0.4782387316,1,0.4782387316,1
31179,Matilda_of_Holstein,isMarriedTo,Abel_of_Denmark,0.4127961993,1,0.4127961993,1
29592,Dimitri_Marick,isMarriedTo,Erica_Kane,0.6230227351,2.6666666667,1.6613939603,1
30226,Kay_Bennett,isMarriedTo,Fox_Crane,0.3425099254,1.5,0.5137648881,1
6580,Lilyan_Tashman,isMarriedTo,Edmund_Lowe,0.4276425838,1.5,0.6414638757,1
4163,Abel_Gance,created,La_Digue__film_,0.4373797774,9,3.9364179966,1
5639,Jesse_Birdsall,isMarriedTo,Gwyneth_Strong,0.5007405281,1,0.5007405281,1
17005,R._Kannan,directed,Jayamkondaan,0.982727468,1,0.982727468,1
19562,Afonso_I_of_Portugal,isMarriedTo,Maud_of_Savoy,0.967512548,1,0.967512548,1
4185,Abel_Gance,created,Poliche,0.4207159281,9,3.7864433529,1
31034,Olga_Feodorovna_of_Baden,isMarriedTo,Grand_Duke_Michael_Nikolaevich_of_Russia,0.4207159579,1,0.4207159579,1
425,Quentin_Tarantino,directed,Grave_Danger,0.6628039479,6.5,4.3082256614,1
8597,Jacques_Feyder,created,Faces_of_Children,0.4276425838,3.5,1.4967490433,1
21633,King_Vidor,created,Our_Daily_Bread__1934_film_,0.3425099254,5.5,1.8838045897,1
12755,Frances_Hughes_Glendening,isMarriedTo,Parris_Glendening,0.6466866732,1,0.6466866732,1
31347,Gustav_III_of_Sweden,isMarriedTo,Sophia_Magdalena_of_Denmark,0.4276425838,1,0.4276425838,1
21007,Harry_Enfield,created,Kevin_&_Perry_Go_Large,0.4594305158,1.3333333333,0.6125740211,1
21765,Henry_II_of_France,isMarriedTo,Catherine_de'_Medici,0.4646009207,1,0.4646009207,1
17295,Naseema_Mohamed,isMarriedTo,Ibrahim_Nasir,0.3942225575,1,0.3942225575,1
27469,Paul_Auster,directed,Blue_in_the_Face,0.9482272267,1.5,1.4223408401,1
22908,Chris_Rock,produced,I_Think_I_Love_My_Wife,0.3425099254,1.3333333333,0.4566799005,1
30776,Louise_of_Lorraine,isMarriedTo,Henry_III_of_France,0.4276425838,1,0.4276425838,1
25095,Phillip_Spaulding,isMarriedTo,Harley_Cooper,0.4191691279,1.25,0.5239614099,1
17983,Noboru_Iguchi,directed,The_Machine_Girl,0.4439871311,2.5,1.1099678278,1
4790,Ishirō_Honda,created,Godzilla__1954_film_,0.4246979058,2,0.8493958116,1
6555,Palito_Ortega,created,El_Tío_Disparate,0.485686332,0.5,0.242843166,1
1374,Umberto_II_of_Italy,isMarriedTo,Marie_José_of_Belgium,0.4623410404,1,0.4623410404,1
18973,Tamiliam_Subas,directed,Vanni_Mouse,0.967028141,0.6666666667,0.6446854274,1
8927,Carlos_Atanes,created,PROXIMA,0.581858933,1,0.581858933,1
21669,King_Vidor,directed,Wild_Oranges,0.557823658,28,15.619062424,1
22535,Madonna__entertainer_,created,I'm_Going_to_Tell_You_a_Secret,0.9300556779,41,38.1322827939,1
21496,Warren_Beatty,directed,Heaven_Can_Wait__1978_film_,0.8841603398,1.25,1.1052004248,1
5150,Jill_Hennessy,directed,The_Acting_Class,0.6545621157,0.6666666667,0.4363747438,1
30347,Blair_Cramer,isMarriedTo,Todd_Manning,0.9510958791,0.75,0.7133219093,1
9084,Conway_Berners-Lee,isMarriedTo,Mary_Lee_Woods,0.5576013923,1,0.5576013923,1
16903,Georg_Balthasar_Metzger,livesIn,Germany,0.3425099254,3.5,1.1987847389,1
26396,Alan_Alda,directed,The_Four_Seasons__film_,0.4276425838,2.6666666667,1.1403802235,1
15559,Rajan_Khosa,directed,Dance_of_the_Wind,0.982727468,1,0.982727468,1
28712,Lord_Guilford_Dudley,isMarriedTo,Lady_Jane_Grey,0.3425098956,1,0.3425098956,1
14228,Jeff_Donnell,isMarriedTo,Aldo_Ray,0.4427576065,1,0.4427576065,1
4026,Emilio_Estevez,actedIn,The_War_at_Home__film_,0.4246463776,7,2.9725246432,1
23223,Fuad_II_of_Egypt,isMarriedTo,Dominique-France_Picard,0.3937256038,1,0.3937256038,1
21785,Philip_I_of_France,isMarriedTo,Bertha_of_Holland,0.4129089713,1.5,0.619363457,1
24053,Xu_Zhimo,isMarriedTo,Zhang_Youyi,0.8552851676,1,0.8552851676,1
19019,Stefania_Grodzieńska,isMarriedTo,Jerzy_Jurandot,0.4828692079,1,0.4828692079,1
21543,Bruce_Willis,isMarriedTo,Demi_Moore,0.3425099254,2,0.6850198508,1
8999,Odoardo_Di_Santo,isMarriedTo,Maria_Augimeri,0.4276426435,1,0.4276426435,1
8026,Gail_O'Grady,isMarriedTo,Jeffrey_Byron,0.4695816636,1,0.4695816636,1
31312,Elisabeth_of_Hungary__1128–1154_,isMarriedTo,Mieszko_III_the_Old,0.4587927759,1.5,0.6881891639,1
26499,Princess_Gisela_of_Bavaria,isMarriedTo,Prince_Alexander_of_Saxe-Gessaphe,0.4259849489,1,0.4259849489,1
5382,Elisabeth_Elliot,isMarriedTo,Jim_Elliot,0.4276426435,1,0.4276426435,1
874,Oskar_Schindler,isMarriedTo,Emilie_Schindler,0.4163707197,1,0.4163707197,1
4182,Abel_Gance,directed,The_Tenth_Symphony,0.4276425838,11.5,4.9178897137,1
30806,Ursula_Thiess,isMarriedTo,Robert_Taylor__actor_,0.4480448067,1,0.4480448067,1
6395,Matilda_of_Boulogne,isMarriedTo,Stephen_of_England,0.4165562093,1,0.4165562093,1
28608,Joss_Whedon,directed,Goners,0.4276425838,1.5,0.6414638757,1
28025,Boris_III_of_Bulgaria,isMarriedTo,Giovanna_of_Italy,0.5117857456,1,0.5117857456,1
21722,Victor_Emmanuel_III_of_Italy,isMarriedTo,Elena_of_Montenegro,0.3425099254,1,0.3425099254,1
28352,Peter_IV_of_Aragon,isMarriedTo,Maria_of_Navarre,0.4219575226,2.5,1.0548938065,1
21817,Norodom_Sihanouk,created,An_Ambition_Reduced_to_Ashes,0.3425099254,1.3333333333,0.4566799005,1
12815,Raymond_Bernard,created,Les_Misérables__1934_film_,0.3425099254,1,0.3425099254,1
25388,Pakistan_Atomic_Energy_Commission,isLocatedIn,Islamabad,0.4276425838,3,1.2829277514,1
24997,Archduchess_Elisabeth_Franziska_of_Austria,isMarriedTo,Archduke_Ferdinand_Karl_Viktor_of_Austria-Este,0.4197006226,1,0.4197006226,1
28052,Judith_of_Swabia,isMarriedTo,Władysław_I_Herman,0.8105541468,1.5,1.2158312202,1
4157,Abel_Gance,directed,End_of_the_World__1931_film_,0.1512626112,7.6666666667,1.1596800192,1
21494,Warren_Beatty,created,Heaven_Can_Wait__1978_film_,0.7369953394,1.25,0.9212441743,1
25828,Mitch_Laurence,isMarriedTo,Dorian_Lord,0.4333811402,2.5,1.0834528505,1
21803,Serge_Gainsbourg,directed,Équateur__film_,0.9675970078,1.5,1.4513955117,1
21744,Ivan_IV_of_Russia,isMarriedTo,Anastasia_of_Russia,0.3425098658,1.5,0.5137647987,1
4168,Abel_Gance,directed,Un_drame_au_château_d'Acre,0.4474327564,11.5,5.1454766986,1
28874,Norman_Mailer,directed,Maidstone__film_,0.9428732991,1,0.9428732991,1
942,Barbara_Stanwyck,isMarriedTo,Frank_Fay__American_actor_,0.4276425838,1,0.4276425838,1
12546,Román_Viñoly_Barreto,created,La_Bestia_debe_morir,0.4577789307,0.6666666667,0.3051859538,1
16922,Kirk_Cameron,isMarriedTo,Chelsea_Noble,0.3425099254,1,0.3425099254,1
21104,Rudolph_I_of_Germany,isMarriedTo,Gertrude_of_Hohenburg,0.3425098658,1.5,0.5137647987,1
1310,Haakon_VII_of_Norway,isMarriedTo,Maud_of_Wales,0.4276425838,1,0.4276425838,1
5318,Loni_Anderson,isMarriedTo,Burt_Reynolds,0.4420254827,1.5,0.6630382241,1
11082,Bert_Haanstra,directed,Fanfare__film_,0.4251219928,3,1.2753659784,1
31283,Maija_DiGiorgio,actedIn,Bitter_Jester,0.420517385,0.6666666667,0.2803449233,1
1136,Leopold_II_of_Belgium,isMarriedTo,Marie_Henriette_of_Austria,0.4475862384,1,0.4475862384,1
17320,Shuji_Kataoka,created,S&M_Hunter,0.9831166267,1,0.9831166267,1
26836,David_Mamet,created,House_of_Games,0.6491178274,10.5,6.8157371877,1
11193,Kevin_Munroe,directed,TMNT__film_,0.3989317715,1.5,0.5983976573,1
28053,Władysław_I_Herman,isMarriedTo,Judith_of_Swabia,0.4158460498,1.5,0.6237690747,1
8137,Paul_Scheer,isMarriedTo,June_Diane_Raphael,0.4242300987,1,0.4242300987,1
27829,Catherine_II_of_Russia,isMarriedTo,Peter_III_of_Russia,0.4276425838,1,0.4276425838,1
21754,Natalia_Brasova,isMarriedTo,Grand_Duke_Michael_Alexandrovich_of_Russia,0.5715284348,1,0.5715284348,1
24377,Jack_Norworth,isMarriedTo,Louise_Dresser,0.4726586938,1.5,0.7089880407,1
15991,Vilsoni_Hereniko,created,The_Land_Has_Eyes,0.5110214949,0.6666666667,0.3406809966,1
6176,Tuesday_Weld,isMarriedTo,Dudley_Moore,0.4318557382,2,0.8637114764,1
16915,Abel_Stearns,isMarriedTo,Arcadia_Bandini_de_Stearns_Baker,0.3425099254,1,0.3425099254,1
1392,M._Night_Shyamalan,created,Praying_with_Anger,0.4234279096,1,0.4234279096,1
28271,Guy_Ritchie,directed,The_Hire,0.4328060746,3,1.2984182238,1
29591,Dimitri_Marick,hasChild,Erica_Kane,0.9465808272,1.3333333333,1.2621077696,0
10289,Marshall_Brickman,produced,The_Manhattan_Project__film_,0.4276425838,0.6666666667,0.2850950559,1
12545,Román_Viñoly_Barreto,produced,La_Bestia_debe_morir,0.4412536025,1,0.4412536025,1
9746,Alan_Rudolph,created,Afterglow__film_,0.4276425838,4,1.7105703352,1
25631,Jacques_Doillon,created,The_Pirate__1984_film_,0.4276425838,3,1.2829277514,1
26502,Pannarai,isMarriedTo,Mongkut,0.4816436768,2.5,1.204109192,1
7513,Eduardo_Capetillo,isMarriedTo,Bibi_Gaytán,0.4402164221,1,0.4402164221,1
25012,Olivia_Spencer,hasChild,Phillip_Spaulding,0.4226774871,2,0.8453549742,1
27854,Edward_I_of_England,isMarriedTo,Eleanor_of_Castile,0.5846787095,1,0.5846787095,1
29798,Louise_of_the_Netherlands,isMarriedTo,Charles_XV_of_Sweden,0.3425098658,1,0.3425098658,1
9272,Diana_Hoddinott,isMarriedTo,Harry_Towb,0.4892218411,1,0.4892218411,1
1393,M._Night_Shyamalan,actedIn,Praying_with_Anger,0.4246463776,0.6666666667,0.2830975851,1
18693,Paul_Greenwood,isMarriedTo,Diane_Keen,0.3843609095,1,0.3843609095,1
8391,Marco_Ferreri,directed,The_Story_of_Piera,0.5507027507,9,4.9563247563,1
4152,Abel_Gance,created,Au_Secours!,0.4246463776,6,2.5478782656,1
25845,Elissa_Ambrose,isCitizenOf,Canada,0.4169175923,16,6.6706814768,1
26126,Amalie_Auguste_of_Bavaria,isMarriedTo,John_of_Saxony,0.4444136322,1,0.4444136322,1
22661,Astrid_of_Sweden,isMarriedTo,Leopold_III_of_Belgium,0.3425099254,1,0.3425099254,1
25092,Phillip_Spaulding,hasChild,Olivia_Spencer,0.4620987177,2,0.9241974354,1
14922,Anastasia_of_Kiev,isMarriedTo,Andrew_I_of_Hungary,0.4262449443,1,0.4262449443,1
6307,Adrianne_Curry,isMarriedTo,Christopher_Knight,0.4264471531,1,0.4264471531,1
2174,John_II_of_Aragon,isMarriedTo,Blanche_I_of_Navarre,0.4276426435,1.5,0.6414639653,1
29332,Mieszko_III_the_Old,isMarriedTo,Eudoxia_of_Kiev,0.3425098658,1.5,0.5137647987,1
24189,Sunil_Dutt,directed,Reshma_Aur_Shera,0.3939785957,1.6666666667,0.6566309928,1
3897,Maud_of_Wales,isMarriedTo,Haakon_VII_of_Norway,0.4227415919,1,0.4227415919,1
4471,Princess_Margaretha_of_Sweden,isMarriedTo,Prince_Axel_of_Denmark,0.4318557382,1,0.4318557382,1
30416,Lady_Jane_Grey,isMarriedTo,Lord_Guilford_Dudley,0.5171032548,1,0.5171032548,1
7708,Denis_Héroux,created,Valérie,0.031686306,1.5,0.047529459,1
340,Marilyn_Monroe,isMarriedTo,Arthur_Miller,0.4276425838,2,0.8552851676,1
9865,Nicky_Henson,isMarriedTo,Una_Stubbs,0.4244270027,1.5,0.6366405041,1
29380,Prince_Christian_of_Schleswig-Holstein,isMarriedTo,Princess_Helena_of_the_United_Kingdom,0.3849108219,1,0.3849108219,1
15693,Prince_Rasso_of_Bavaria,isMarriedTo,Archduchess_Theresa_of_Austria__b._1931_,0.8811195493,1,0.8811195493,1
29710,Vajiralongkorn,isMarriedTo,Soamsavali_Kitiyakara,0.6850197912,1,0.6850197912,1
24438,Minnie_Marx,isMarriedTo,Sam_Marx,0.405985117,1,0.405985117,1
24345,Tad_Martin,hasChild,Brooke_English,0.4276425838,0.75,0.3207319379,1
28086,Harald_V_of_Norway,isMarriedTo,Queen_Sonja_of_Norway,0.4255533218,1,0.4255533218,1
21382,Liza_Minnelli,isMarriedTo,David_Gest,0.3711970448,2,0.7423940896,1
19071,Michael_Bell__mayor_,wasBornIn,Toledo__Ohio,0.4413212836,1.3333333333,0.5884283781,1
29788,Eddie_Griffin,produced,Dysfunktional_Family,0.9913752675,0.6666666667,0.660916845,1
8396,Marco_Ferreri,created,L'udienza,0.4242300987,6,2.5453805922,1
21778,Charles_VII_of_France,isMarriedTo,Marie_of_Anjou,0.9508470893,1,0.9508470893,1
18342,Siva_Selliah,wasBornIn,Colombo,0.9777830243,2.3333333333,2.2814937233,1
21784,Philip_I_of_France,isMarriedTo,Bertrade_de_Montfort,0.4376773834,1.5,0.6565160751,1
5795,Yūko_Kobayashi,isMarriedTo,Mitsuaki_Hoshino,0.4276425838,1,0.4276425838,1
7338,Stanisław_Kostka_Zamoyski,isMarriedTo,Zofia_Czartoryska,0.0183418393,1,0.0183418393,1
30364,Nancy_Carell,isMarriedTo,Steve_Carell,0.8991285563,1,0.8991285563,1
27472,Paul_Auster,created,Lulu_on_the_Bridge,1.7028559446,4.5,7.6628517507,1
5511,Bryce_Dallas_Howard,isMarriedTo,Seth_Gabel,0.427642554,1,0.427642554,1
11725,Arthur_Rankin,directed,_Jr._The_Last_Unicorn__film_,0.6793268323,6,4.0759609938,1
11733,Arthur_Rankin,produced,_Jr._The_Last_Dinosaur,0.4160688519,4,1.6642754076,1
30892,Ruth_Martin__All_My_Children_,isMarriedTo,Joe_Martin__All_My_Children_,0.4276425838,0.6666666667,0.2850950559,1
1102,Farouk_of_Egypt,isMarriedTo,Narriman_Sadek,0.4276425838,1.5,0.6414638757,1
10401,Lucas_Belvaux,created,La_Raison_du_plus_faible,0.4455212653,1.5,0.668281898,1
21802,Serge_Gainsbourg,created,Équateur__film_,0.4376773834,8,3.5014190672,1
5287,Chelsea_Noble,isMarriedTo,Kirk_Cameron,0.4155301154,1,0.4155301154,1
13081,Carla_von_Lahnstein,isMarriedTo,Bernd_von_Beyenbach,0.6156409979,1,0.6156409979,1
12218,Marzieh_Meshkini,directed,Stray_Dogs__film_,0.9827275276,1.5,1.4740912914,1
11727,Arthur_Rankin,directed,_Jr._The_Return_of_the_King__1980_film_,0.684900105,6,4.10940063,1
10556,Brian_Dannelly,directed,Saved!,0.4217996597,1,0.4217996597,1
11279,Edmund_Lowe,isMarriedTo,Lilyan_Tashman,0.4797435701,1,0.4797435701,1
17099,Márton_Keleti,directed,Two_Confessions,0.3425099254,3,1.0275297762,1
2492,Cliff_Robertson,isMarriedTo,Cynthia_Stone,0.4497859478,2,0.8995718956,1
